state,Moisture,Vol,Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Total Sulfur,Sulfate S,Pyr S,Org S,Hocbtu
North dakotah,41.4,25,4.9,7.1,37.8,0.7,49.1,0.3,0,0.05,0.21,6271
North dakotah,45.4,23.6,5.2,7.3,35.4,0.5,51.3,0.3,0.01,0.25,0.04,5900
North dakotah,41.08,26.56,5.86,7.14,37.69,0.56,48.47,0.26,0.01,0.15,0.09,6276
North dakotah,43.41,24.07,5.16,7.32,36.71,0.68,49.87,0.26,0.02,0.02,0.22,6157
North dakotah,45.32,23.43,3.5,7.45,36.33,0.61,51.9,0.21,0.04,0.02,0.15,5905
North dakotah,30,29.3,5.3,6.2,45.2,0.7,42.4,0.2,0.03,0.01,0.2,7510
North dakotah,38.8,25.8,6.7,6.6,37.4,0.7,48.4,0.2,0.01,0.02,0.14,6172
Ohio,2,34.7,32.4,4.1,45.6,1.1,6.2,10.6,0.01,8.67,1.88,8783
Ohio,1,40.2,23.2,4.7,57.9,1.2,2.7,10.4,0.04,8.97,1.35,11075
Ohio,1.4,37.5,23.1,4.5,56.5,0.9,4.7,10.4,0.54,8.08,1.75,10692
Ohio,5.24,35.08,20.03,4.66,56.82,0.92,9.34,8.23,0.05,7.18,1,10698
Ohio,1.8,40.8,13.2,4.9,66,1.1,6.9,8,0.41,5.76,1.8,12177
Ohio,4.32,40.84,12.48,5.05,63.13,1.13,10.28,7.93,0,5.05,2.88,11893
Ohio,3.6,39,11.6,5,64.7,1.5,9.4,7.8,0.01,6.85,0.94,12009
Ohio,3.1,35.3,23.8,4.6,55.7,1,7.4,7.5,0.46,4.63,2.41,10299
Ohio,4.5,38.3,19.2,4.9,56.2,1,11.3,7.4,0.32,5.53,1.6,10411
Ohio,3.99,40.96,17.27,5.05,60.62,1.04,8.64,7.38,0.02,4.44,2.92,11403
Ohio,5.82,34.95,19.43,4.61,54.56,1.1,12.98,7.32,0.31,5.17,1.84,9993
Ohio,5.51,32.56,25.21,4.49,52.98,1,9.1,7.22,0.02,4.46,2.74,9790
Ohio,4.6,39,15.8,5.1,59.5,1.4,11,7.2,0.02,5.48,1.7,11232
Ohio,2.49,39.43,2.49,4.64,65.94,1.28,4.65,7.1,0.54,5.85,0.71,12193
Ohio,6.1,37.6,12.7,5.4,60.9,1.3,12.5,7.1,0.5,4.26,2.34,11342
Ohio,1.6,43.5,11.4,5.2,69.1,1.2,6.4,6.7,0.1,5.09,1.52,12942
Ohio,2.8,42.5,13.9,5.2,64,1.3,9,6.7,0.01,5.16,1.48,12014
Ohio,7.6,37.6,14,5.1,59.1,0.8,14.3,6.7,0.5,4.37,1.8,10552
Ohio,4.7,41.6,11.2,5.5,65,1.3,10.5,6.6,0.19,4.66,1.79,12008
Ohio,5.2,38.6,16.8,5.1,59.4,1.3,10.7,6.6,0.01,4.41,2.18,11162
Ohio,7.7,38.4,12.4,5.1,59.8,1.1,14.9,6.6,0.56,5.01,1.05,11011
Ohio,4.94,35.74,22.89,4.66,53.54,1.03,11.3,6.58,0.23,4.92,1.43,10026
Ohio,2,42.3,11.2,5,67.8,1.1,8.3,6.5,0.13,3.91,2.5,12593
Ohio,4.7,39.6,14.6,5.3,60.6,1.3,11.5,6.5,0.06,4.67,1.82,11540
Ohio,3.89,42.17,8.92,5.55,68.92,1.22,8.96,6.43,0.07,5.51,0.85,12808
Ohio,3.4,42.3,13.9,5.3,62.9,1.2,10.4,6.4,0.11,4.73,1.58,11713
Ohio,6,38.5,13.2,5.1,59.5,1.2,14.7,6.4,0.69,4.03,1.69,11034
Ohio,4.38,37.88,15.74,4.9,61.71,1.07,10.19,6.39,0.13,5.44,0.82,11508
Ohio,5.92,36.59,16.45,4.8,57.88,1.14,13.37,6.36,0.61,4.09,1.66,10697
Ohio,1.5,36.8,24.8,4.7,56.4,1.1,6.6,6.3,0.04,5.01,1.27,10789
Ohio,2.1,43.2,11.8,5.2,68.2,1.1,7.4,6.3,0.14,3.75,2.43,12575
Ohio,4.1,31.4,26.9,4.3,52.7,1,8.8,6.3,0.16,4.14,2,9690
Ohio,3.7,43.4,13.4,5.4,64.5,1.4,9.1,6.3,0.04,4.77,1.48,12035
Ohio,5.1,39.67,13.18,5.32,64.88,1.19,9.18,6.25,0.05,5.72,0.48,11973
Ohio,6.6,40.3,12.6,5.2,61.3,1,13.8,6.2,0.82,2.17,3.19,11040
Ohio,2.3,37.99,18.49,4.83,61.67,1.06,7.82,6.13,0.11,3.49,2.53,11408
Ohio,2.3,37.7,19,4.8,62.4,1.1,6.5,6.1,0.03,3.41,2.64,11535
Ohio,2.09,40.65,12.57,5.05,67.71,1.31,7.33,6.03,0.12,2.84,3.07,12477
Ohio,1.6,33.19,25.39,4.2,56.88,1.08,6.43,6.02,0.19,3.29,2.54,10473
Ohio,2.3,40,11.7,5.2,68.8,1.1,7.3,6,0.15,4.66,1.15,12508
Ohio,3.08,35.28,25.24,4.52,54.13,0.81,9.28,6,0.08,4.31,1.59,9893
Ohio,4.3,42,10.3,5.4,65.8,1.4,11.1,6,0.09,3.64,2.32,12185
Ohio,2.49,47.09,13.73,5.49,64.66,1.4,8.74,5.98,0.32,3.11,2.55,12136
Ohio,4.1,38.9,14.7,5.2,62.7,1,10.5,5.9,0.01,2.67,3.26,11529
Ohio,5.3,39,11.5,5.4,64.1,1.2,11.9,5.9,0.07,2.95,2.86,11794
Ohio,6.4,33.7,20.9,4.6,55.4,1,12.2,5.9,0.21,4.53,1.21,10040
Ohio,5.5,38.7,17.3,4.9,58.3,1,12.5,5.9,0.36,3.27,2.26,10709
Ohio,6.88,36.82,11.01,5.19,62.92,1.43,13.58,5.87,0.45,4.09,1.33,11416
Ohio,2.43,44.83,10.69,5.45,67.11,1.35,9.59,5.81,0.14,2.79,2.88,12496
Ohio,2.4,43.2,10.7,5.3,68.9,1.3,7.9,5.8,0.08,3.85,1.87,12664
Ohio,2.6,42.3,7.7,5.3,70.6,1.5,9.1,5.8,0.01,4.31,1.49,13089
Ohio,7.2,41.6,9.6,5.6,64.4,1.1,13.4,5.8,0.01,5.57,0.27,11845
Ohio,3.71,40.72,11.46,5.27,67.92,1.53,8.1,5.72,0.03,3.86,1.83,12427
Ohio,2.2,42.4,8.9,5.4,71.7,1.4,6.9,5.7,0.13,4.15,1.4,13260
Ohio,2.5,43.3,14.1,5.2,66.5,1.1,7.4,5.7,0.08,2.67,2.99,12132
Ohio,2.2,42,9.5,5.4,70.4,1.2,7.8,5.7,0.01,4,1.65,13020
Ohio,4.9,40.1,9.2,5.4,66.3,1.3,12.1,5.7,0.04,3.94,1.67,12228
Ohio,6.7,39.1,10.4,5.7,64.1,1.3,12.8,5.7,0.04,4.38,1.31,11717
Ohio,6.7,40.8,11.4,5.4,61.7,1,14.9,5.7,0.44,3.54,1.67,11259
Ohio,6.08,35.07,23.04,4.79,53.12,0.93,12.54,5.66,0.13,4.93,0.58,9759
Ohio,2.16,38.08,16.8,4.86,63.66,1.16,7.91,5.61,0.08,2.79,2.74,11693
Ohio,1.8,37.7,12.4,5.1,68.6,1.1,7.2,5.6,0.09,3.21,2.28,12550
Ohio,3.95,44.38,11.26,5.37,66.4,1.15,10.23,5.59,0.02,3.03,2.54,12376
Ohio,5.28,37.59,15.8,5.05,61.06,1.07,11.48,5.54,0.1,1.87,3.57,11210
Ohio,1.43,40.62,14.9,4.98,67.4,1.17,6.03,5.52,0.07,3.12,2.33,12410
Ohio,2.5,42.4,9.7,5.4,70.2,1.2,7.9,5.5,0.02,3.64,1.84,12955
Ohio,5.1,39.4,13.8,5.4,62.7,1.2,11.4,5.5,0.01,3.92,1.57,11516
Ohio,3.3,42.03,8.88,5.25,67.25,1.15,12.03,5.42,0.25,2.86,2.29,12302
Ohio,2.27,38.81,14.74,4.88,66.74,1.27,6.96,5.41,0.06,3.46,1.89,12224
Ohio,5.5,41.9,10.3,5.2,64.3,1,13.7,5.4,0.63,2.8,1.98,11583
Ohio,6.34,38.46,12.23,5.56,63.29,1.14,12.39,5.39,0.1,3.8,1.49,11661
Ohio,2.44,38.78,12.38,5.02,67.34,1.17,8.66,5.38,0.02,3.05,2.32,12368
Ohio,1.5,39.1,16.7,5,65.2,1.2,6.6,5.3,0.26,3.51,1.51,12025
Ohio,1.9,38.2,10,5.2,70.3,1.2,8,5.3,0.32,3.05,1.98,12720
Ohio,5.4,40.2,19.1,5.2,57.9,1.1,11.4,5.3,0.02,4.04,1.27,10747
Ohio,5.7,42.2,10.2,5.4,65.8,1.1,12.2,5.3,0.28,2.96,2.05,11950
Ohio,5.8,38.7,10.9,5.3,64.4,1.2,12.9,5.3,0.02,4.51,0.76,11836
Ohio,3.7,39.1,12.9,5,68.2,1.2,7.5,5.2,0.01,4.21,1.01,12392
Ohio,1.6,39.9,10.8,5.1,70.5,0.9,7.5,5.2,0.05,3.93,1.18,12927
Ohio,2.7,41.8,7.1,5.4,71.3,1.7,9.3,5.2,0.01,4.09,1.05,13101
Ohio,3.8,41.1,14.7,5,63.8,1.2,10.1,5.2,0.24,3.21,1.76,11320
Ohio,2.07,40.57,12.12,5.1,68.84,1.34,7.45,5.15,0.12,3.19,1.84,12713
Ohio,6.81,36.08,13.83,5.03,60.65,1.19,14.17,5.14,0.38,3.93,0.82,10879
Ohio,5.6,32.46,20.55,4.57,59.22,0.91,9.62,5.13,0.01,3.04,2.08,10618
Ohio,2.57,40.91,9.81,5.82,68.52,1.36,9.37,5.12,0.05,2.96,2.11,12850
Ohio,2.3,41.3,10.6,5.1,69.9,1.2,8.1,5.1,0.14,3.68,1.27,12720
Ohio,2.1,42.4,10.4,5.2,69.8,1.2,8.3,5.1,0.14,3.22,1.74,12780
Ohio,4.2,39.2,12.1,5.5,65.4,1.1,10.8,5.1,0.01,2.01,3.07,11964
Ohio,6,40.6,11.9,5.3,63.5,1.1,13.1,5.1,0.39,3.59,1.15,11375
Ohio,6.5,37.5,11.9,5.2,62.3,1.2,14.2,5.1,0.31,3.09,1.74,11431
Ohio,6,44.2,7.2,5.6,66.7,1.2,14.3,5.1,0.01,2.87,2.17,12243
Ohio,6.9,38,12.1,5,61.4,1.2,15.1,5.1,0.13,2.97,2.02,11168
Ohio,2.07,42.43,11.01,5.11,68.85,1.17,8.85,5.09,0.08,2.55,2.45,12693
Ohio,3.2,39.33,12.94,5.1,67.22,1.16,8.54,5.04,0.04,3.98,1.02,12427
Ohio,2.29,37.69,12.02,5.11,67.47,1.03,9.3,5.04,0.36,3.03,1.62,12326
Ohio,1.5,40.2,12.3,5.2,69.3,1.3,6.9,5,0.05,2.9,2.03,12752
Ohio,2.31,41.21,8.55,5.31,72.47,1.36,7.31,5,0.03,3.02,1.95,13330
Ohio,2.9,38.1,17.8,4.9,63,1.5,7.8,5,0.16,2.66,2.23,11550
Ohio,7.1,38.2,10.3,5.5,63.9,1.3,14.1,5,0.01,4.18,0.81,11662
Ohio,1.87,38.31,19.97,4.88,62.58,1.13,6.49,4.97,0.19,3.51,1.24,11527
Ohio,2.19,36.22,19.55,4.78,61.9,1.07,7.68,4.96,0.12,3.21,1.62,11348
Ohio,4.63,41.34,9.03,5.4,68.12,1.2,11.31,4.94,0.34,2.42,2.18,12437
Ohio,7.36,38.49,13.37,5.21,59.68,1.36,15.45,4.93,0.48,2.68,1.77,10830
Ohio,2.3,35.8,21.2,4.7,60.4,1.3,7.5,4.9,0.08,3.48,1.36,11022
Ohio,2,40.9,11,5.3,70.1,1.2,7.5,4.9,0.21,3.43,1.24,12710
Ohio,1.8,44.5,11.2,5.2,69.8,1.2,7.7,4.9,0.15,2.77,2.03,12700
Ohio,5,40.4,16.6,5.3,60.1,1.2,11.9,4.9,0.21,2.79,1.92,11105
Ohio,5.4,40.2,8.9,5.5,66.9,1.4,12.4,4.9,0.03,3.6,1.3,12319
Ohio,6.4,44.2,8.1,5.9,66.9,1.1,13.1,4.9,0.03,2.52,2.31,12282
Ohio,5.2,38.5,9.5,5.2,65.8,1.3,13.3,4.9,0.13,3.93,0.84,12179
Ohio,5.4,40.3,8.7,5.3,66.5,1.2,13.4,4.9,0.02,2.94,1.97,12093
Ohio,5.5,38.8,10.6,5,62.7,1.3,15.5,4.9,0.6,3.32,1.01,11439
Ohio,5.11,42.38,8.26,5.54,68.83,1.27,11.22,4.88,0.01,2.48,2.39,12640
Ohio,2.14,40.85,13.28,5.06,67.02,1.27,8.5,4.87,0.05,2.46,2.36,12342
Ohio,2.8,40.1,10.82,5.25,69.13,1.3,8.63,4.87,0.08,2.65,2.14,12564
Ohio,3.47,33.87,15.84,4.63,63.9,1.22,9.55,4.86,0.29,2.64,1.93,11617
Ohio,5.1,41.8,10.94,5.3,64.24,1.22,13.41,4.86,0.37,2.7,1.77,11854
Ohio,3.31,43.25,9.82,5.46,67.77,1.56,10.57,4.83,0.01,3.39,1.44,12599
Ohio,7.23,38.13,14.03,5,61.66,1.19,13.29,4.83,0.16,3.36,1.31,11249
Ohio,2.01,40.62,11.69,5.19,69.4,1.3,7.61,4.81,0.05,2.9,1.86,12752
Ohio,1.85,35.97,18.81,4.61,63.17,1.2,7.41,4.8,0.05,2.83,1.92,11496
Ohio,2.3,41.2,12.3,5,68.9,1.2,7.8,4.8,0.1,2.92,1.73,12510
Ohio,3.8,34.1,19.7,4.9,60.5,0.6,9.5,4.8,0.14,3.71,1,11008
Ohio,3.5,39.3,12.7,5.2,65.6,1.7,10,4.8,0.01,3.65,1.14,12053
Ohio,3.7,38.7,11.5,5.2,67,1.3,10.1,4.8,0.24,2.67,1.94,12107
Ohio,4.1,44,11.8,5.5,65.9,1.5,10.6,4.8,0.05,3.46,1.26,12170
Ohio,3.2,40.8,8.8,5.3,69.2,1.2,10.6,4.8,0.34,2.56,1.87,12622
Ohio,3.5,41.1,8.2,5.4,69,1.5,11.2,4.8,0.01,3.82,1.03,12688
Ohio,5.2,37.3,14.4,5.2,62.4,1.2,11.9,4.8,0.03,2.55,2.24,11385
Ohio,5.2,40.3,8.9,5.4,67.4,1.4,12.2,4.8,0.01,2.84,1.98,12392
Ohio,5.5,37.6,17.4,4.8,57.1,1.2,14.7,4.8,0.7,2.68,1.42,10436
Ohio,2.21,40.11,12.59,5.13,68.93,1.24,7.34,4.77,0.16,2.97,1.64,12580
Ohio,2.47,43.45,12.24,5.18,67.13,1.24,9.45,4.73,0.22,2.82,1.7,12236
Ohio,4.37,41.12,8.56,5.47,69.46,1.22,10.56,4.73,0,2.42,2.31,12663
Ohio,1.4,42,11.4,5.3,71.4,1.3,6,4.7,0.06,3.53,1.08,13091
Ohio,3.4,31.8,29.9,4.4,53.6,1,6.4,4.7,0.03,1.92,2.73,9676
Ohio,3.4,39.1,12.8,5.2,67.3,1.1,8.7,4.7,0.34,1.98,2.4,12182
Ohio,3.5,38.7,12.5,5.2,67.5,1.2,9,4.7,0.04,3.25,1.4,12347
Ohio,2.8,40.1,10,5.1,69.5,1.2,9.6,4.7,0.38,3.2,1.07,12611
Ohio,4.2,41.2,7.7,5.5,68.9,1.4,11.8,4.7,0.12,3.19,1.36,12648
Ohio,6.4,44.4,9.1,5.9,65.4,1.2,13.8,4.7,0.18,3.12,1.37,12056
Ohio,5.9,40.5,8.5,5.6,66,1.1,14.1,4.7,0.13,2.77,1.82,12066
Ohio,4.88,43.8,7.3,5.47,68.83,1.31,12.42,4.64,0.36,2.43,1.85,12573
Ohio,3.69,33.23,19.61,4.57,58.59,1.24,11.36,4.63,0.25,2.93,1.45,10628
Ohio,6.05,35.85,16.02,4.99,60.71,1.15,12.51,4.62,0.17,2.94,1.51,10913
Ohio,2.4,35,19.2,5,62.1,1.2,8,4.6,0.02,3.44,1.1,11500
Ohio,2.3,41.4,10.1,5.3,70.8,1.2,8,4.6,0.09,3.19,1.27,12860
Ohio,2,41.7,9.6,5.3,71.1,1.2,8.2,4.6,0.07,2.87,1.66,12880
Ohio,2.6,43.4,8.6,5.5,70.4,1.7,9.3,4.6,0.01,2.59,1.96,12891
Ohio,3.1,38.9,9.3,5.3,70,1.3,9.5,4.6,0.08,3.05,1.43,12905
Ohio,6.2,41.8,10,5.4,65,1.1,13.7,4.6,0.06,3.01,1.54,11887
Ohio,6.5,38.9,8.7,5.7,66.1,1.2,13.7,4.6,0.26,2.23,2.07,12000
Ohio,6.5,40.7,11.8,5.3,62.2,1,15.1,4.6,0.6,2.45,1.59,11226
Ohio,1.8,38.45,17.23,4.97,65.28,1.11,6.83,4.58,0.06,3.79,0.73,11986
Ohio,5.26,39.82,14.37,5.26,62.51,1.11,12.17,4.58,0.09,2.76,1.73,11457
Ohio,2.63,38.82,10.67,5.19,70.75,1.45,7.37,4.57,0.01,4.03,0.53,12889
Ohio,5.29,39.24,11.34,5.31,65.82,1.3,11.69,4.54,0.01,2.52,2.01,12067
Ohio,2.31,42.34,11.19,5.42,69.12,1.25,8.49,4.53,0.1,2.51,1.92,12660
Ohio,5.57,40.99,9.9,5.24,66.44,1.2,12.67,4.52,0.15,2.15,2.22,11981
Ohio,2.75,38.76,14.27,5.14,66.78,1.03,8.27,4.51,0.1,3.03,1.38,12265
Ohio,1.7,31.8,31.5,4.3,52.6,1,6.2,4.5,0.12,3,1.38,9661
Ohio,2,37.8,13.5,5,68.8,1.3,6.9,4.5,0.2,3.89,0.42,12400
Ohio,1.6,41.9,10.6,5.2,71,1.1,7.6,4.5,0.06,2.53,1.93,12870
Ohio,2,41.1,10.5,5.1,70.6,1.2,8.1,4.5,0.1,2.9,1.47,12760
Ohio,6.2,41.2,7.2,5.9,67.9,1.3,13.3,4.5,0.09,2.22,2.21,12361
Ohio,6.8,39,11.8,5.2,62.3,1.2,15,4.5,0.43,2.61,1.51,11231
Ohio,7.9,37.8,13.1,5.5,59.9,1.1,16,4.5,0.22,2.79,1.45,11092
Ohio,4.23,37.85,11.33,4.96,66.56,1.3,11.48,4.48,0.17,2.16,2.13,12124
Ohio,4.27,41.14,14.89,5.32,64.4,1.2,9.72,4.47,0,3.26,1.21,11831
Ohio,2.39,40.07,18.13,4.94,63.14,1.2,8.06,4.43,0.02,2.56,1.85,11647
Ohio,2.5,39.5,13,5.3,68.7,1.3,7.3,4.4,0.05,1.61,2.73,12563
Ohio,2.1,37.4,20.3,4.8,61.4,1.1,8,4.4,0.21,2.78,1.45,11416
Ohio,3,36.3,23.1,4.5,57.8,1.1,9.1,4.4,0.03,1.69,2.72,10762
Ohio,2.7,41.9,9.9,5.3,68.4,1.2,10.8,4.4,0.37,1.78,2.25,12580
Ohio,3.8,44,6,5.6,71.4,1.6,11,4.4,0.01,3.33,1.01,13057
Ohio,5,40.3,12,5.5,64.2,1.5,12.4,4.4,0.01,2.58,1.86,11800
Ohio,5.7,38.1,11.7,5.3,63,1.2,14.5,4.4,0.32,3.28,0.79,11513
Ohio,6.2,38.2,14,5,59.9,1.1,15.5,4.4,0.44,2.18,1.82,10845
Ohio,5.69,39.14,11.83,5.34,65.02,1.17,12.25,4.39,0.01,2.73,1.65,11766
Ohio,4.57,40.56,8.94,5.54,69.58,1.27,10.29,4.38,0.01,2.82,1.55,12643
Ohio,3.46,34.79,23.63,4.6,57.56,0.96,8.89,4.36,0.02,3.31,1.03,10617
Ohio,3.26,36.57,18.77,4.72,60.9,1.19,10.06,4.36,0.26,2.34,1.76,11163
Ohio,4.32,36.38,12.83,4.92,63.79,1.25,12.88,4.33,0.26,2.48,1.59,11451
Ohio,2.8,40.91,13.44,5.1,66.73,1.18,9.2,4.32,0.15,2.87,1.3,11996
Ohio,3.22,36.59,9.54,5.02,69.47,1.65,10,4.32,0.12,3.09,1.11,12585
Ohio,2.27,35.56,23.21,4.56,59.33,0.96,7.63,4.31,0.07,2.95,1.29,10904
Ohio,6.88,34.92,17.47,5.06,58.2,1.11,13.85,4.31,0.05,3.25,1.01,10526
Ohio,2.79,38.22,15.76,4.83,65.82,1.24,8.05,4.3,0.01,2.35,1.94,11861
Ohio,2.2,41.1,9.6,5.1,71.4,1.2,8.4,4.3,0.15,2.54,1.59,12900
Ohio,3.3,38.8,9.4,5.2,71.3,1.3,8.5,4.3,0.03,3.38,0.92,13100
Ohio,2.5,42.2,9.3,5.4,69.9,1.2,9.8,4.3,0.02,2.84,1.49,13075
Ohio,5.5,39,11.4,5.5,64.2,1.3,13.2,4.3,0.01,2.86,1.46,11768
Ohio,5.01,39.91,11.37,5.16,64.41,0.96,13.78,4.3,0.7,2.08,1.5,11596
Ohio,6.1,41.5,9.5,5.5,65.1,1.3,14.3,4.3,0.3,2.13,1.89,11798
Ohio,7.5,36.6,11.1,5.1,62.4,1.2,15.9,4.3,0.38,1.99,1.94,11210
Ohio,2.15,38.58,17.8,4.92,63.54,1.16,8.31,4.27,0.11,2.09,2.07,11760
Ohio,4.92,41.34,8.46,5.37,67.71,1.2,13.01,4.22,0.28,1.67,2.28,12220
Ohio,4.84,34.77,19.02,4.76,57.65,1.06,13.27,4.21,0.34,2.74,1.12,10358
Ohio,3.2,36.7,19.4,4.9,62.3,1,8.2,4.2,0.01,1.75,2.4,11373
Ohio,1.7,39.2,11.8,5.1,69.4,1.2,8.3,4.2,0.15,3.4,0.64,12580
Ohio,3.6,38.6,13.7,4.8,66.6,1.2,9.4,4.2,0.11,1.89,2.23,12002
Ohio,5.55,39.21,13.2,5.3,62.56,1.37,13.33,4.2,0.26,2.67,1.27,11405
Ohio,2.74,40.88,13.63,5.1,65.36,1.22,10.5,4.19,0.07,2.38,1.74,12098
Ohio,4.79,38.56,5.78,5.33,68.86,1.4,14.47,4.16,0.7,1.81,1.65,12405
Ohio,7.71,32.67,18.58,4.83,56.4,1.33,14.7,4.16,0.17,3.15,0.84,9964
Ohio,3.66,39.78,12.56,5.3,67.54,1.48,9,4.12,0.02,3.57,0.53,12309
Ohio,3.36,39.82,16.3,5.13,64.02,1.4,9.04,4.11,0.02,2.42,1.67,11784
Ohio,3.5,31,31.1,4.2,51.7,0.9,7.9,4.1,0.01,2.56,1.5,9459
Ohio,3.1,34.5,17.1,4.8,64.2,1.1,8.7,4.1,0.17,3.86,0.06,11723
Ohio,3.5,38.8,9.9,5.2,69.3,1.3,10.2,4.1,0.31,1.91,1.85,12470
Ohio,4.2,33.2,20.4,4.7,58.3,1.1,11.3,4.1,0.03,2.6,1.51,10723
Ohio,3.9,48.2,8.9,5.9,68.3,1.5,11.4,4.1,0.04,2.68,1.36,12738
Ohio,6.5,39.7,6.3,5.7,68.6,1.4,13.8,4.1,0.01,2.44,1.68,12439
Ohio,3.38,41.53,8.03,5.51,72.3,1.23,8.84,4.09,0,2.42,1.67,13212
Ohio,5.57,39.98,8.46,5.43,69.13,1.2,11.76,4.02,0.02,2.22,1.78,12590
Ohio,3.54,44.25,9.45,5.37,67.37,1.13,12.64,4.01,0.48,1.68,1.83,12225
Ohio,1.6,37.2,18.9,4.9,64.7,1.1,6.3,4,0.09,2.7,1.24,11733
Ohio,2,39.2,13.1,5,68.7,1.2,8,4,0.18,2.96,0.88,12440
Ohio,3.1,38.8,12,5.3,69,1.3,8.4,4,0.02,3.57,0.43,12570
Ohio,3.6,37.3,11.6,5.1,67.3,1.3,10.7,4,0.01,2.06,1.89,12258
Ohio,4.6,36.9,22,4.8,56.5,0.9,11.8,4,0.42,1.99,1.58,10060
Ohio,5.6,40.5,14.8,5.5,61.8,1.3,12.6,4,0.02,3.15,0.85,11330
Ohio,5.7,30.8,24.7,4.4,51.9,1.2,13.8,4,0.01,3.51,0.45,9409
Ohio,6.6,38.2,10.5,5.5,64.9,1.2,13.9,4,0.03,3.51,0.41,11771
Ohio,3.35,42.41,6.62,5.58,73.11,1.26,9.44,3.99,0.06,3,0.93,13351
Ohio,6.51,38.31,13.47,5.28,61.64,1.3,14.39,3.99,0.37,2.57,1.01,11218
Ohio,5.38,37.72,13.19,5.15,64.83,1.22,11.63,3.98,0.14,2.09,1.75,11747
Ohio,4.88,36.86,15.78,4.97,63.1,1.12,11.1,3.93,0.01,2.74,1.18,11450
Ohio,1.8,34.4,22.2,4.7,60.4,1,7.7,3.9,0.13,2.64,1.17,11070
Ohio,2.3,44.1,11.4,5.5,68.1,1.9,9.2,3.9,0.02,3.03,0.87,12584
Ohio,3.1,38,13,5.2,67.1,1.3,9.5,3.9,0.03,1.63,2.23,12219
Ohio,4.1,31.8,22.3,4.5,58,1.2,10.1,3.9,0.18,2.28,1.46,10504
Ohio,4.3,36.5,16,5,63.8,1.2,10.1,3.9,0.01,1.9,2,11525
Ohio,5.3,41.9,10.1,5.4,67.5,1.3,11.8,3.9,0.34,2.27,1.31,12120
Ohio,5.3,42,6.8,5.9,69.3,1.4,12.7,3.9,0.01,2.54,1.36,12645
Ohio,4.8,43.5,4.5,5.5,71.8,1.5,12.8,3.9,0.02,1.62,2.25,13122
Ohio,4.3,42.7,10.1,5.6,66.2,1.3,13,3.9,0.11,1.91,1.88,12115
Ohio,7.2,34.6,15.7,5,60.3,1.1,14,3.9,0.17,2.95,0.74,10820
Ohio,6.2,41.9,10.7,5.5,64.6,1.2,14.2,3.9,0.01,2,1.9,11904
Ohio,8.6,38.6,5.8,5.7,68.2,1.4,15.1,3.9,0.01,2.9,0.99,12367
Ohio,7.8,41.7,7.7,5.9,65.6,1.3,15.7,3.9,0.01,2.5,1.34,11948
Ohio,7,40,10.6,5.4,62.5,1.1,16.5,3.9,0.66,2.32,0.9,11266
Ohio,1.93,40.88,10.44,5.24,70.74,1.23,8.46,3.89,0.06,2.14,1.69,12936
Ohio,1.54,42.86,13.58,5.27,68.09,1.29,7.89,3.88,0.01,2.41,1.46,12497
Ohio,2.78,36.05,21.81,4.77,59.88,1.21,8.44,3.84,0.01,2.97,0.83,10946
Ohio,2.29,36.25,21.86,4.53,59.8,0.94,9.03,3.84,0.07,1.88,1.89,11036
Ohio,3.04,34.03,16.55,4.82,62.87,0.9,10.98,3.84,0.36,2.16,1.33,11360
Ohio,2.5,42.3,9.2,5.4,71.5,1.3,8.7,3.8,0.02,2.1,1.63,12990
Ohio,3.2,37.3,9,5.2,71.5,1.4,9.1,3.8,0.25,2.74,0.77,12740
Ohio,3.6,36.3,17.3,5,61.9,1.2,10.8,3.8,0.36,2.31,1.1,11200
Ohio,3.6,43,10.9,5.5,66.5,1.2,12,3.8,0.05,1.75,2.04,12070
Ohio,4.8,39.5,9.1,5.3,68.1,1.4,12.3,3.8,0.02,2.36,1.43,12414
Ohio,3.8,40.72,6.45,5.43,70.5,1.39,12.43,3.8,0.39,1.56,1.85,12702
Ohio,6.1,40.2,9.4,5.3,65,1.2,15.3,3.8,0.38,2.36,1.04,11772
Ohio,7.8,37.4,9.1,5.5,64.3,1.4,15.8,3.8,0.02,2.84,0.97,11636
Ohio,1.89,42.14,9.19,5.36,72.17,1.36,8.14,3.78,0.03,1.97,1.78,13216
Ohio,4.38,40.65,8.36,5.27,67.7,1.3,13.6,3.77,0.24,1.42,2.11,12429
Ohio,3.18,38.96,12.57,5.15,67.15,1.21,10.16,3.76,0.09,2.01,1.66,12159
Ohio,4.4,40.01,10.26,5.22,66.91,1.36,12.49,3.76,0.14,1.56,2.06,12052
Ohio,1.95,38.22,20.47,4.93,61.97,1.15,7.73,3.75,0.03,2.26,1.46,11353
Ohio,3.83,33.53,17.61,4.72,62.22,1.28,10.4,3.74,0.19,2.7,0.87,11190
Ohio,2.5,38.6,11.9,5.1,68.8,1.1,9.3,3.7,0.09,1.81,1.83,12502
Ohio,3.3,32.4,23.4,4.7,57,1.1,10.1,3.7,0.02,2.25,1.43,10448
Ohio,4.7,37.3,11.4,5.3,66.3,1.4,11.9,3.7,0.01,2.43,1.28,11954
Ohio,4.6,40.2,7,5.8,69.7,1.5,12.4,3.7,0.01,1.98,1.7,12840
Ohio,5.9,40.8,10.9,5.5,65.3,1.2,13.3,3.7,0.18,2.26,1.25,11824
